UTC_Timestamp
12277.038842369
12277.048837391
12277.058792665
12277.067826758
12277.077812663
12277.087786645
12277.097831869
12277.107840765
12277.117821102
12277.128021710
12277.138105232
12277.147973267
12277.158039525
12277.168084135
12277.178042134
12277.189040907
12277.199159862
12277.209176506
12277.219132533
12277.229144536
12277.238162723
12277.248013043
12277.258157214
12277.268044659
12277.277940554
12277.287977694
12277.298068423
12277.308192062
12277.318019453
12277.328228341
12277.338167721
12277.347976036
12277.358964353
12277.368975218
12277.379090090
12277.389189810
12277.399196524
12277.408105221
12277.418040480
12277.428075563
12277.438076388
12277.448040908
12277.458085852
12277.468051213
12277.478035349
12277.488035416
12277.498101270
12277.508127192
12277.518119810
12277.528089549
12277.539060139
12277.549105785
12277.559102355
12277.569094846
12277.578065328
12277.588097695
12277.598127619
12277.608132018
12277.618127538
12277.628054283
12277.638109716
12277.648104994
12277.658146338
12277.668141169
12277.678154091
12277.688102737
12277.698318985
12277.708153482
12277.719120642
12277.729321534
12277.738092048
12277.748131781
12277.758148877
12277.768198998
12277.778341308
12277.788145383
12277.798327651
12277.808247861
12277.818228133
12277.828354563
12277.838263119
12277.848375826
12277.858166098
12277.868250020
12277.878284213
12277.889130899
12277.898400960
12277.908278118
12277.918274131
12277.928352876
12277.938258051
12277.948364235
12277.958193253
12277.968229392
12277.978231837
12277.988239306
12277.998310479
12278.008234846
12278.018293019
12278.028357057
12278.038228716
12278.048352517
12278.058398652
12278.068279099
12278.078181313
12278.088201737
12278.098408556
12278.108269163
12278.118169891
12278.128352015
12278.138194020
12278.148234572
12278.158379730
12278.168210535
12278.178268656
12278.188225808
12278.198411582
12278.208259305
12278.218211927
12278.228286268
12278.238242194
12278.248268483
12278.258294304
12278.268235383
12278.278285702
12278.288258479
12278.298325646
12278.308308621
12278.318274166
12278.328324509
12278.338284805
12278.348312019
12278.358318921
12278.368261845
12278.378353609
12278.388346416
12278.398366235
12278.407376706
12278.418360699
12278.428412227
12278.438381936
12278.448373271
12278.458371445
12278.468374862
12278.478375598
12278.488546465
12278.498426758
12278.508397870
12278.518419777
12278.528374587
12278.538387602
12278.548399051
12278.558413464
12278.568395308
12278.577504245
12278.587431749
12278.598419166
12278.608401977
12278.618399744
12278.628346166
12278.638293989
12278.648448875
12278.658354474
12278.668415442
12278.678453789
12278.688432618
12278.698434739
12278.708520609
12278.718516748
12278.728510826
12278.737493339
12278.747537470
12278.757630534
12278.767478372
12278.778545148
12278.788618533
12278.798635237
12278.808467784
12278.818664541
12278.828494731
12278.838473217
12278.848531358
12278.858511171
12278.868665653
12278.878603343
12278.888496678
12278.898647924
12278.907530488
12278.917659008
12278.927575428
12278.937492726
12278.947562614
12278.958547015
12278.968708812
12278.978662417
12278.988542320
12278.998536613
12279.008574407
12279.018642423
12279.028577259
12279.038586806
12279.048541533
12279.058545300
12279.068687190
12279.077710814
12279.087701773
12279.097698624
12279.107571938
12279.117589486
12279.128731580
12279.138573061
12279.148736150
12279.158568313
12279.168570480
12279.178589914
12279.188592228
12279.198589522
12279.208597661
12279.218585606
12279.228584489
12279.238583262
12279.247649118
12279.257618386
12279.267640189
12279.277767121
12279.287657202
12279.297618501
12279.308787902
12279.318818671
12279.328646659
12279.338646173
12279.348648905
12279.358627418
12279.368658238
12279.378603249
12279.388633350
12279.398785809
12279.407681030
12279.417871459
12279.427658575
12279.437650010
12279.447689865
12279.457848362
12279.467684463
12279.477827921
12279.488815575
12279.498784612
12279.508746918
12279.518838009
12279.528884855
12279.538860658
12279.548691138
12279.558696165
12279.568849803
12279.577860451
12279.587712912
12279.597835432
